gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,score,sum_click
F,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,75,N,Fail,0.0,193.0
M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Pass,63.75,5999.0
M,South Region,Post Graduate Qualification,90-100%,35-55,0,120,N,Pass,77.1875,4471.0
M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,0.0,47.0
F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,65.11111111111111,1284.0
F,Wales,A Level or Equivalent,90-100%,0-35,0,170,N,Fail,0.0,11.0
F,London Region,Lower Than A Level,0-10%,0-35,0,30,Y,Pass,48.833333333333336,918.0
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,100,Y,Fail,0.0,7.0
M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,47.166666666666664,572.0
M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,77.71428571428571,2903.0
M,East Midlands Region,Lower Than A Level,10-20%,0-35,0,180,N,Pass,61.38461538461539,3570.0
M,South East Region,Lower Than A Level,90-100%,0-35,0,120,Y,Fail,0.0,268.0
M,North Region,A Level or Equivalent,10-20%,0-35,0,60,N,Fail,0.0,62.0
M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Distinction,92.85714285714286,2026.0
M,North Western Region,HE Qualification,90-100%,0-35,0,90,N,Distinction,93.4375,3711.0
M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,0,60,N,Distinction,96.76923076923077,4624.0
M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0.0,298.0
M,North Western Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,76.76923076923077,1922.0
F,London Region,HE Qualification,30-40%,0-35,0,30,N,Fail,20.0,87.0
M,London Region,HE Qualification,90-100%,55<=,0,70,N,Pass,66.26666666666667,1693.0
M,South Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,66.8,5403.0
M,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,0.0,
M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,77.0,2365.0
M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,45,N,Fail,0.0,191.0
M,Scotland,Lower Than A Level,0-10%,0-35,0,210,N,Fail,11.0,48.0
F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,130,Y,Pass,63.42857142857143,1783.0
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,76.6086956521739,3635.0
M,Ireland,Lower Than A Level,60-70%,0-35,0,30,N,Pass,77.625,7413.0
M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Fail,34.5,371.0
M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,77.4375,946.0
M,Ireland,Post Graduate Qualification,0-10%,35-55,0,30,N,Pass,51.0,313.0
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,10.0,103.0
M,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,46.77777777777778,411.0
M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,86.0,1719.0
M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,0.0,26.0
F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,90.3076923076923,6339.0
M,Wales,HE Qualification,70-80%,35-55,0,90,N,Pass,52.0,372.0
M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,38.333333333333336,426.0
M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,63.266666666666666,5611.0
M,North Western Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,79.2,764.0
M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,73.44444444444444,3063.0
M,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass,65.3076923076923,4052.0
F,London Region,Post Graduate Qualification,20-30%,35-55,0,60,N,Pass,58.46153846153846,691.0
M,Wales,HE Qualification,30-40%,0-35,0,90,N,Fail,0.0,5.0
M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,75.0,2050.0
M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,34.666666666666664,388.0
M,North Region,Lower Than A Level,0-10%,35-55,0,120,N,Fail,0.0,
F,South Region,Lower Than A Level,90-100%,35-55,0,30,Y,Pass,46.0,152.0
M,East Midlands Region,HE Qualification,80-90%,0-35,0,30,N,Distinction,80.33333333333333,1145.0
M,West Midlands Region,Lower Than A Level,10-20%,0-35,0,60,N,Fail,37.0,777.0
M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,50.0,67.0
F,Yorkshire Region,HE Qualification,70-80%,35-55,0,90,N,Distinction,80.55555555555556,2909.0
F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Distinction,84.77777777777777,2007.0
F,Wales,Lower Than A Level,10-20%,35-55,0,60,Y,Fail,0.0,117.0
M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,55.2,2419.0
F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,86.85714285714286,3324.0
M,South West Region,No Formal quals,20-30%,0-35,0,60,N,Fail,30.0,214.0
M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass,45.9,1537.0
M,East Anglian Region,A Level or Equivalent,10-20%,0-35,0,60,N,Distinction,80.33333333333333,7225.0
F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,67.0,270.0
M,Wales,A Level or Equivalent,20-30%,35-55,0,180,N,Pass,63.0,782.0
M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail,0.0,
M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0.0,34.0
F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,57.0,1676.0
M,North Western Region,A Level or Equivalent,60-70%,35-55,0,45,N,Pass,76.4,788.0
M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,150,Y,Fail,21.5,609.0
M,South West Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,91.91304347826087,3554.0
M,South Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,75.66666666666667,1316.0
F,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Pass,70.0,188.0
M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,76.0,2375.0
M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,43.8,971.0
F,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,78.42857142857143,3091.0
M,West Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Pass,62.0,218.0
M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,76.8,529.0
F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,89.5,504.0
M,South West Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,41.333333333333336,570.0
M,East Anglian Region,Lower Than A Level,10-20%,0-35,0,150,N,Fail,0.0,246.0
F,London Region,No Formal quals,10-20%,0-35,0,60,N,Pass,73.0,1353.0
F,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,78.0,220.0
M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Distinction,85.61904761904762,5021.0
F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,73.5,2666.0
F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,180,N,Pass,58.625,839.0
F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction,86.22222222222223,3506.0
M,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,66.5,641.0
M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,40.0,72.0
M,North Western Region,Lower Than A Level,10-20%,0-35,0,60,Y,Fail,40.0,1064.0
M,South Region,No Formal quals,50-60%,0-35,0,60,N,Fail,0.0,282.0
F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,44.0,214.0
M,North Western Region,A Level or Equivalent,10-20%,0-35,0,30,N,Fail,41.111111111111114,1171.0
M,North Region,Lower Than A Level,0-10%,0-35,0,90,Y,Pass,46.666666666666664,873.0
M,North Region,A Level or Equivalent,0-10%,35-55,0,120,N,Fail,0.0,588.0
M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,76.2,1998.0
M,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,74.66666666666667,1254.0
M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,75,N,Distinction,87.76923076923077,2619.0
M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,Y,Pass,61.0,1155.0
M,Scotland,Lower Than A Level,10-20%,0-35,0,150,Y,Pass,45.714285714285715,855.0
M,Wales,Lower Than A Level,20-30%,0-35,0,120,Y,Fail,41.0,690.0
M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,57.666666666666664,613.0
M,Scotland,HE Qualification,20-30%,0-35,0,120,Y,Fail,0.0,49.0
M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,75.16666666666667,3585.0
F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,52.4,826.0
M,London Region,A Level or Equivalent,10-20%,0-35,0,30,N,Fail,37.8,1446.0
M,South East Region,Lower Than A Level,50-60%,0-35,0,60,Y,Fail,0.0,35.0
M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,4.0,171.0
F,South East Region,Lower Than A Level,40-50%,0-35,0,30,Y,Pass,62.666666666666664,220.0
M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass,56.416666666666664,4904.0
M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass,57.22222222222222,376.0
M,South Region,A Level or Equivalent,40-50%,0-35,0,180,Y,Distinction,83.0,2477.0
F,North Western Region,HE Qualification,20-30%,0-35,0,30,N,Fail,41.5,739.0
M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,94.25,2989.0
F,London Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Distinction,89.0,309.0
F,Scotland,A Level or Equivalent,10-20%,0-35,0,60,Y,Pass,73.61111111111111,4205.0
M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,77.4,1391.0
M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,52.666666666666664,2354.0
F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,0.0,
M,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail,33.5,135.0
M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,87.0,246.0
M,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,50.666666666666664,552.0
M,South Region,HE Qualification,70-80%,35-55,0,90,N,Fail,0.0,17.0
M,Yorkshire Region,HE Qualification,0-10%,0-35,0,30,N,Fail,41.111111111111114,488.0
M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Fail,0.0,
M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,57.55555555555556,823.0
M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,70.85714285714286,3297.0
M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,50.888888888888886,1919.0
M,South West Region,Lower Than A Level,20-30%,0-35,0,30,Y,Distinction,88.0,192.0
M,West Midlands Region,HE Qualification,20-30%,0-35,0,30,N,Fail,20.5,415.0
F,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,43.5,967.0
M,North Western Region,A Level or Equivalent,10-20%,35-55,0,30,N,Pass,63.375,2326.0
M,London Region,Lower Than A Level,0-10%,35-55,0,150,N,Fail,19.0,798.0
M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,94.47826086956522,2554.0
M,Scotland,Lower Than A Level,30-40%,0-35,0,90,N,Pass,60.666666666666664,393.0
M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,68.22222222222223,1564.0
M,London Region,Lower Than A Level,10-20%,35-55,0,60,N,Fail,42.2,1602.0
M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,44.111111111111114,1556.0
M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,34.2,599.0
F,North Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,0.0,173.0
M,East Midlands Region,HE Qualification,60-70%,0-35,0,30,N,Pass,80.0,188.0
M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,52.666666666666664,181.0
M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,78.46153846153847,2180.0
M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Distinction,87.5,905.0
F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,90,N,Distinction,100.0,179.0
F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,Y,Distinction,88.55555555555556,4999.0
M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,0.0,7.0
M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction,80.47619047619048,5448.0
M,North Western Region,HE Qualification,50-60%,35-55,0,30,N,Pass,62.5,249.0
M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,67.0,710.0
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,78.33333333333333,540.0
M,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,30,N,Fail,0.0,3.0
F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,64.85714285714286,3496.0
M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Fail,0.0,
F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,65.0,1234.0
M,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,72.625,4391.0
M,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Fail,0.0,
F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,120,N,Distinction,94.8,3936.0
M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,50.166666666666664,426.0
M,North Region,Post Graduate Qualification,0-10%,0-35,0,30,N,Distinction,86.88888888888889,587.0
F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass,73.6,1449.0
M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,67.6,708.0
M,Wales,HE Qualification,60-70%,35-55,0,60,N,Pass,78.33333333333333,788.0
F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,65.0,2534.0
M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,61.333333333333336,279.0
M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,150,N,Fail,38.0,135.0
M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Distinction,93.4,2055.0
M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,87.75,627.0
F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,88.11111111111111,854.0
M,East Anglian Region,Lower Than A Level,10-20%,35-55,0,90,N,Pass,78.85714285714286,3604.0
M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,73.5,890.0
F,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,79.88888888888889,283.0
M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,0.0,
M,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,30,N,Pass,80.0,178.0
F,Scotland,HE Qualification,50-60%,35-55,0,90,Y,Fail,10.0,490.0
M,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Distinction,87.17391304347827,4744.0
M,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,73.0,2066.0
M,London Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,60.0,301.0
M,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,64.0,592.0
M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,78.7,3277.0
M,North Western Region,Lower Than A Level,0-10%,0-35,0,180,Y,Fail,27.0,362.0
M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,65.33333333333333,1504.0
M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,93.0,2544.0
M,Scotland,Lower Than A Level,70-80%,0-35,0,30,N,Pass,68.0,584.0
M,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,Fail,20.0,350.0
M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,88.75,883.0
F,North Region,Lower Than A Level,0-10%,35-55,0,40,N,Distinction,97.77777777777777,4984.0
M,South Region,Lower Than A Level,10-20%,0-35,0,60,N,Fail,27.0,311.0
F,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,0.0,13.0
M,South East Region,HE Qualification,80-90%,0-35,0,150,N,Pass,68.2,1515.0
M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,77.44444444444444,962.0
F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,59.375,711.0
M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,20.0,249.0
M,Scotland,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,66.6,2090.0
F,South Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,70.0,2914.0
M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,60.666666666666664,2298.0
M,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,64.0,553.0
M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,47.6,2307.0
M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,Fail,0.0,13.0
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,0.0,69.0
M,South Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,98.88888888888889,3335.0
M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,75.875,2081.0
M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,52.22222222222222,1276.0
M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,20.0,54.0
M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,54.666666666666664,1795.0
M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,72.88888888888889,848.0
M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass,49.75,423.0
F,Wales,HE Qualification,0-10%,35-55,0,30,N,Fail,0.0,110.0
M,Ireland,HE Qualification,50-60%,0-35,0,30,N,Pass,70.93333333333334,1705.0
M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,30.0,285.0
M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,89.88888888888889,4723.0
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,76.8,2692.0
F,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,82.77272727272727,3794.0
M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,76.25,295.0
M,London Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,63.55555555555556,1338.0
F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,78.0,3209.0
M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,57.25,1772.0
M,Yorkshire Region,HE Qualification,40-50%,0-35,0,90,N,Pass,45.18181818181818,1037.0
F,Wales,HE Qualification,20-30%,0-35,0,90,N,Fail,30.0,151.0
M,Wales,HE Qualification,40-50%,35-55,0,90,N,Pass,57.333333333333336,3212.0
M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,55.111111111111114,1576.0
M,Scotland,A Level or Equivalent,10-20%,0-35,0,120,N,Distinction,81.0,3108.0
M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,83.33333333333333,1148.0
F,Wales,HE Qualification,30-40%,0-35,0,90,N,Distinction,98.44444444444444,7549.0
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,78.11111111111111,946.0
M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,84.0,1423.0
M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,36.0,385.0
M,Ireland,HE Qualification,70-80%,35-55,0,60,N,Pass,79.4,2173.0
M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,73.8,1960.0
M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,57.25,1343.0
M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,79.78260869565217,4359.0
M,North Western Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,57.0,802.0
M,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,66.1304347826087,2548.0
M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,10.0,206.0
M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,46.111111111111114,540.0
M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,60.0,192.0
M,South Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail,0.0,55.0
M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,68.0,9.0
M,London Region,HE Qualification,10-20%,0-35,0,90,N,Pass,74.55555555555556,479.0
M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail,16.0,251.0
M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,52.0,2896.0
M,North Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,22.0,848.0
M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass,70.0,2180.0
M,Ireland,Lower Than A Level,0-10%,35-55,0,30,N,Fail,0.0,18.0
M,South Region,HE Qualification,90-100%,35-55,0,30,N,Pass,69.6,2437.0
M,South East Region,Lower Than A Level,60-70%,0-35,0,150,N,Pass,73.22222222222223,2275.0
M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,45.25,634.0
M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,52.13636363636363,4560.0
M,North Western Region,HE Qualification,20-30%,35-55,0,30,N,Distinction,85.35,1221.0
M,Scotland,HE Qualification,20-30%,0-35,0,180,N,Fail,10.0,176.0
M,West Midlands Region,HE Qualification,20-30%,0-35,0,60,N,Pass,70.0909090909091,987.0
M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,94.5,2006.0
M,Ireland,HE Qualification,0-10%,35-55,0,30,N,Fail,0.0,10.0
M,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Fail,0.0,89.0
M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,72.44444444444444,613.0
M,North Western Region,Lower Than A Level,30-40%,0-35,0,90,Y,Fail,0.0,
M,Wales,Lower Than A Level,50-60%,0-35,0,30,N,Fail,0.0,67.0
M,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,71.0,576.0
M,North Western Region,HE Qualification,90-100%,35-55,0,90,N,Distinction,96.0,8459.0
M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,82.9090909090909,1118.0
M,North Western Region,A Level or Equivalent,10-20%,0-35,0,90,N,Distinction,83.66666666666667,1332.0
M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,53.125,860.0
M,Scotland,A Level or Equivalent,70-80%,35-55,0,90,N,Distinction,82.0,6597.0
M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,56.0,3456.0
F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,79.5,1122.0
F,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,Y,Distinction,89.93333333333334,3270.0
M,North Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Pass,54.0,2787.0
F,Wales,Lower Than A Level,20-30%,0-35,0,90,N,Pass,71.1,970.0
